# Time-averaged data for fix ave_time_3
# TimeStep c_carbon_middle_temp
198700 303.702
198800 302.262
198900 299.659
199000 300.998
199100 302.46
199200 302.747
199300 301.633
199400 299.978
199500 303.164
199600 302.51
199700 299.786
199800 313.417
199900 309.854
200000 311.33
200100 304.668
200200 307.081
200300 303.339
200400 308.811
200500 305.063
200600 303.369
200700 304.388
200800 305.367
200900 301.536
201000 301.263
201100 302.875
201200 304.162
201300 299.666
201400 302.158
201500 300.837
201600 303.432
201700 299.486
201800 303.6
201900 304.18
202000 301.529
202100 302.548
202200 297.422
202300 305.131
202400 302.058
202500 300.138
202600 301.053
202700 302.743
202800 300.341
202900 302.159
203000 303.994
203100 302.509
203200 302.404
203300 300.051
203400 303.147
203500 303.939
203600 304.259
203700 302.488
203800 302.185
203900 303.431
204000 305.169
204100 304.756
204200 303.237
204300 304.455
204400 301.487
204500 301.955
204600 302.382
204700 304.15
204800 303.055
204900 301.132
205000 302.512
205100 307.782
205200 303.147
205300 307.088
205400 304.399
205500 302.882
205600 304.205
205700 304.99
205800 305.407
205900 302.168
206000 301.263
206100 304.745
206200 300.46
206300 300.479
206400 300.856
206500 304.155
206600 302.318
206700 301.807
206800 299.429
206900 305.805
207000 302.724
207100 305.005
207200 303.568
207300 306.894
207400 300.652
207500 302.37
207600 301.763
207700 302.087
207800 300.321
207900 298.792
208000 303.19
208100 301.233
208200 304.009
208300 301.175
208400 305.151
208500 301.779
208600 303.922
208700 301.898
208800 301.444
208900 306.092
209000 300.718
209100 305.091
209200 300.131
209300 301.5
209400 301.159
209500 300.946
209600 304.28
209700 299.723
209800 300.363
209900 302.207
210000 300.151
210100 303.575
210200 303.183
210300 299.92
210400 303.781
210500 306.712
210600 302.193
210700 305.945
210800 306.469
210900 303.479
211000 302.299
211100 308.101
211200 302.555
211300 303.057
211400 306.569
211500 304.048
211600 302.864
211700 303.004
211800 304.114
211900 305.752
212000 303.585
212100 300.931
212200 301.794
212300 300.422
212400 301.127
212500 302.928
212600 301.972
212700 297.697
212800 301.203
212900 302.017
213000 301.866
213100 304.348
213200 301.323
213300 298.5
213400 302.456
213500 303.183
213600 302.747
213700 302.422
213800 298.619
213900 302.825
214000 304.701
214100 303.529
214200 301.491
214300 301.937
214400 303.216
214500 302.595
214600 309.032
214700 332.832
214800 346.643
214900 377.875
215000 436.121
215100 437.422
215200 407.39
215300 388.351
215400 367.967
215500 358.728
215600 407.466
215700 386.393
215800 362.557
215900 352.441
216000 343.943
216100 331.023
216200 326.09
216300 334.773
216400 342.223
216500 413.41
216600 469.772
216700 452.174
216800 463.176
216900 443.71
217000 419.609
217100 498.845
217200 566.118
217300 661.384
217400 786.272
217500 1085.45
217600 1487.64
217700 1779.42
217800 1847.08
217900 1753.24
218000 1439.28
218100 1045.59
218200 933.585
218300 813.868
218400 687.282
218500 594.636
218600 534.689
218700 473.27
218800 435.914
218900 424.618
219000 405.242
219100 384.595
219200 348.227
219300 335.555
219400 343.044
219500 346.598
219600 329.573
219700 310.711
219800 311.314
219900 308.679
220000 312.368
220100 308.569
220200 308.041
220300 300.584
220400 305.229
220500 311.662
220600 307.554
220700 307.566
220800 295.674
220900 291.055
221000 299.835
221100 302.922
221200 302.761
221300 301.552
221400 306.026
221500 298.545
221600 295.198
221700 295.042
221800 307.059
221900 299.122
222000 302.268
222100 291.116
222200 303.208
222300 305.795
222400 304.479
222500 300.396
222600 296.784
222700 291.76
222800 299.325
222900 303.73
223000 304.484
223100 302.165
223200 301.599
223300 302.198
223400 301.851
223500 306.347
223600 302.341
223700 297.237
223800 300.614
223900 296.373
224000 299.575
224100 301.215
224200 299.502
224300 296.358
224400 302.047
224500 302.752
224600 304.295
224700 296.068
224800 289.313
224900 291.804
225000 301.955
225100 306.134
225200 304.641
225300 300.155
225400 299.086
225500 301.836
225600 303.918
225700 301.184
225800 299.613
225900 297.512
226000 303.369
226100 299.907
226200 305.575
226300 301.51
226400 296.459
226500 294.877
226600 297.15
226700 301.894
226800 302.147
226900 299.806
227000 299.588
227100 293.898
227200 296.561
227300 296.847
227400 300.937
227500 300.034
227600 296.558
227700 302.704
227800 299.386
227900 301.384
228000 299.145
228100 295.151
228200 301.599
228300 301.172
228400 301.814
228500 300.806
228600 304.828
228700 298.343
228800 296.996
228900 299.465
229000 302.691
229100 306.644
229200 301.765
229300 298.844
229400 299.049
229500 302.543
229600 302.914
229700 304.054
229800 304.778
229900 301.712
230000 301.523
230100 297.315
230200 296.571
230300 300.08
230400 303.059
230500 300.897
230600 298.841
230700 294.605
230800 300.763
230900 296.85
231000 300.028
231100 295.707
231200 299.451
231300 299.731
231400 297.878
231500 301.821
231600 301.131
231700 300.371
231800 301.429
231900 297.198
232000 300.924
232100 300.699
232200 305.775
232300 301.934
232400 301.149
232500 297.054
232600 301.49
232700 305.084
232800 303.213
232900 299.74
233000 297.169
233100 299.402
233200 298.679
233300 296.956
233400 301.478
233500 300.174
233600 298.845
233700 300.533
233800 297.742
233900 300.663
234000 299.022
234100 301.063
234200 300.949
234300 300.003
234400 301.376
234500 298.223
234600 296.062
234700 300.5
234800 303.264
234900 302.046
235000 302.4
235100 300.946
235200 298.022
235300 301.915
235400 300.536
235500 301.165
235600 298.3
235700 299.518
235800 303.145
235900 302.917
236000 301.482
236100 301.666
236200 299.953
236300 300.167
236400 298.545
236500 299.514
236600 299.013
236700 302.613
236800 301.86
236900 298.606
237000 298.671
237100 300.528
237200 299.471
237300 301.698
237400 298.592
237500 301.71
237600 298.431
237700 296.516
237800 299.972
237900 316.79
238000 316.577
238100 314.694
238200 309.216
238300 305.323
238400 304.939
238500 308.604
238600 303.626
238700 298.24
238800 301.976
238900 303.223
239000 298.982
239100 302.092
239200 297.552
239300 300.281
239400 302.77
239500 303.948
239600 302.868
239700 296.376
239800 300.161
239900 299.904
240000 300.12
240100 297.962
240200 301.9
240300 301.658
240400 300.662
240500 301.29
240600 299.751
240700 300.598
240800 298.21
240900 298.173
241000 298.403
241100 302.168
241200 300.157
241300 302.273
241400 299.538
241500 299.649
241600 301.555
241700 300.732
241800 302.18
241900 299.571
242000 297.862
242100 297.881
242200 302.472
242300 301.26
242400 301.571
242500 300.742
242600 300.935
242700 299.611
242800 298.647
242900 300.084
243000 301.39
243100 299.85
243200 297.967
243300 298.177
243400 302.25
243500 300.917
243600 301.476
243700 300.811
243800 301.166
243900 298.601
244000 297.743
244100 298.217
244200 300.774
244300 300.436
244400 304.005
244500 299.345
244600 300.172
244700 298.8
244800 299.005
244900 302.009
245000 301.653
245100 299.91
245200 297.103
245300 300.455
245400 303.449
245500 302.998
245600 300.57
245700 296.76
245800 298.854
245900 301.941
246000 301.314
246100 297.573
246200 298.534
246300 298.916
246400 302.288
246500 301.17
246600 300.607
246700 304.309
246800 300.537
246900 301.815
247000 298.849
247100 299.766
247200 299.829
247300 299.971
247400 300.038
247500 298.737
247600 301.657
247700 303.116
247800 296.985
247900 299.97
248000 302.105
248100 298.796
248200 297.935
248300 300.293
248400 300.337
248500 301.488
248600 304.476
248700 299.565
248800 300.114
248900 302.148
249000 300.829
249100 298.733
249200 299.617
249300 300.071
249400 300.868
249500 300.425
249600 303.203
249700 301.584
249800 299.719
249900 298.639
250000 300.611
250100 298.145
250200 299.25
250300 297.932
250400 300.001
250500 298.03
250600 304.113
250700 299.757
250800 300.658
250900 299.229
251000 301.274
251100 298.631
251200 299.611
251300 300.93
251400 301.99
251500 298.615
251600 298.889
251700 302.106
251800 299.579
251900 300.878
252000 300.609
252100 301.713
252200 300.689
252300 299.711
252400 301.564
252500 301.985
252600 304.383
252700 299.017
252800 303.114
252900 300.672
253000 301.281
253100 301.026
253200 302.627
253300 299.941
253400 298.632
253500 301.63
253600 301.383
253700 299.853
253800 301.388
253900 303.843
254000 301.133
254100 301.504
254200 297.309
254300 298.405
254400 299.549
254500 299.652
254600 299.783
254700 299.523
254800 301.162
254900 302.501
255000 303.073
255100 297.631
255200 302.027
255300 299.179
255400 298.352
255500 300.235
255600 300.488
255700 299.6
255800 300.66
255900 301.786
256000 301.076
256100 300.061
256200 300.751
256300 298.319
256400 300.485
256500 302.204
256600 301.973
256700 301.683
256800 300.55
256900 300.256
257000 300.684
257100 352.809
257200 339.983
257300 334.123
257400 332.159
257500 356.607
257600 345.685
257700 330.462
257800 326.849
257900 322.158
258000 315.841
258100 313.829
258200 309.004
258300 308.701
258400 306.287
258500 306.581
258600 301.816
258700 306.745
258800 303.637
258900 300.805
259000 299.604
259100 304.71
259200 302.407
259300 299.469
259400 298.148
259500 303.43
259600 300.155
259700 300.312
259800 300.766
259900 304.937
260000 300.254
260100 302.77
260200 300.042
260300 302.485
260400 298.923
260500 299.093
260600 297.459
260700 302.801
260800 302.648
260900 302.338
261000 299.356
261100 300.646
261200 299.384
261300 301.874
261400 297.941
261500 297.624
261600 298.663
261700 299.314
261800 300.666
261900 304.606
262000 301.085
262100 301.335
262200 297.236
262300 302.178
262400 300.04
262500 300.14
262600 300.674
262700 301.899
262800 298.576
262900 299.544
263000 300.292
263100 303.266
263200 301.574
263300 299.346
263400 298.389
263500 300.93
263600 298.039
263700 299.439
263800 298.943
263900 299.066
264000 302.672
264100 299.681
264200 302.889
264300 301.951
264400 300.955
264500 297.392
264600 298.611
264700 300.408
264800 298.095
264900 303.274
265000 301.877
265100 304.413
265200 300.516
265300 304.65
265400 298.817
265500 300.308
265600 297.047
265700 299.357
265800 300.143
265900 299.748
266000 300.198
266100 303.335
266200 299.12
266300 297.832
266400 300.606
266500 299.988
266600 301.692
266700 300.948
266800 300.338
266900 301.002
267000 304.763
267100 299.988
267200 299.973
267300 303.159
267400 301.603
267500 301.786
267600 300.458
267700 299.995
267800 300.621
267900 299.121
268000 298.159
268100 300.155
268200 299.579
268300 299.547
268400 303.153
268500 299.128
268600 302.326
268700 299.414
268800 297.66
268900 297.979
269000 301.073
269100 299.503
269200 300.403
269300 300.47
269400 302.26
269500 300.452
269600 299.801
269700 300.452
269800 299.552
269900 300.999
270000 299.295
270100 301.738
270200 298.101
270300 298.921
270400 301.815
270500 297.47
270600 299.564
270700 298.385
270800 300.812
270900 303.136
271000 300.321
271100 299.79
271200 299.397
271300 300.306
271400 298.945
271500 301.042
271600 301.816
271700 300.207
271800 299.004
271900 301.761
272000 300.163
272100 300.741
272200 301.538
272300 300.747
272400 300.026
272500 299.077
272600 301.78
272700 297.019
272800 298.803
272900 298.964
273000 300.811
273100 300.473
273200 300.816
273300 298.26
273400 302.802
273500 298.773
273600 298.387
273700 301.158
273800 303.051
273900 297.992
274000 299.258
274100 301.128
274200 301.746
274300 304.522
274400 298.738
274500 300.062
274600 303.968
274700 300.097
274800 301.355
274900 300.53
275000 300.2
275100 300.667
275200 300.665
275300 300.423
275400 299.947
275500 301.377
275600 297.863
275700 302.715
275800 299.566
275900 300.487
276000 299.977
276100 301.518
276200 299.095
276300 300.73
276400 300.737
276500 304.168
276600 299.939
276700 300.613
276800 299.692
276900 298.736
277000 302.364
277100 296.923
277200 299.229
277300 302.533
277400 298.639
277500 302.553
277600 300.705
277700 299.341
277800 303.06
277900 296.594
278000 303.873
278100 296.838
278200 299.604
278300 300.354
278400 300.996
278500 301.587
278600 299.131
278700 301.259
278800 299.384
278900 301.317
279000 302.036
279100 297.865
279200 301.359
279300 301.342
279400 301.035
279500 300.492
279600 302.612
279700 297.28
279800 302.283
279900 302.12
280000 299.789
280100 300.078
280200 300.279
280300 299.514
280400 300.621
280500 302.655
280600 301.216
280700 302.723
280800 299.551
280900 301.67
281000 300.931
281100 302.006
281200 300.861
281300 299.035
281400 303.795
281500 300.395
281600 299.157
281700 299.606
281800 299.373
281900 301.688
282000 298.079
282100 300.156
282200 303.032
282300 298.978
282400 303.878
282500 299.76
282600 300.945
282700 301.634
282800 300.509
282900 299.651
283000 301.486
283100 298.553
283200 301.901
283300 301.654
283400 298.318
283500 302.326
283600 298.97
283700 301.513
283800 299.355
283900 303.884
284000 298.65
284100 300.22
284200 300.206
284300 304.038
284400 300.199
284500 298.623
284600 294.571
284700 305.062
284800 302.22
284900 300.58
285000 300.708
