# Time-averaged data for fix ave_time_3
# TimeStep c_carbon_middle_temp
191500 300.324
191600 305.318
191700 297.524
191800 299.257
191900 301.061
192000 302.907
192100 325.171
192200 318.599
192300 310.997
192400 311.819
192500 309.662
192600 306.797
192700 309.365
192800 303.84
192900 304.952
193000 299.845
193100 302.483
193200 302.441
193300 301.275
193400 301.09
193500 299.295
193600 300.965
193700 302.02
193800 303.328
193900 301.758
194000 301.984
194100 302.487
194200 302.055
194300 300.732
194400 301.38
194500 301.907
194600 302.676
194700 300.248
194800 301.48
194900 300.65
195000 304.097
195100 301.072
195200 302.369
195300 298.914
195400 299.759
195500 300.489
195600 300.602
195700 301.655
195800 303.237
195900 301.129
196000 301.548
196100 302.334
196200 301.107
196300 302.834
196400 303.362
196500 299.509
196600 302.137
196700 301.943
196800 303.658
196900 298.614
197000 301.362
197100 301.408
197200 300.571
197300 298.883
197400 301.537
197500 305.715
197600 298.682
197700 300.207
197800 301.728
197900 300.994
198000 303.025
198100 299.192
198200 301.765
198300 305.005
198400 302.877
198500 303.987
198600 300.947
