# Time-averaged data for fix solvated_PEG_ave_temp
# TimeStep v_solvated_PEG_temp
52400 298.368
52500 292.508
52600 297.163
52700 299.33
52800 301.279
52900 303.001
53000 298.534
53100 299.277
53200 292.711
53300 298.031
53400 301.011
53500 301.069
53600 302.513
53700 298.076
53800 293.341
53900 296.559
54000 298.89
54100 301.265
54200 301.164
54300 305.909
54400 302.629
54500 304.677
54600 299.024
54700 298.039
54800 301.634
54900 307.768
55000 297.732
55100 294.245
55200 302.493
55300 304.96
55400 301.417
55500 297.925
55600 299.931
55700 299.23
55800 296.517
55900 305.149
56000 301.504
56100 304.466
56200 301.623
56300 293.817
56400 293.679
56500 300.98
56600 305.226
56700 302.565
56800 299.575
56900 298.558
57000 294.526
57100 295.567
57200 298.934
57300 300.314
57400 299.168
57500 301.96
57600 297.923
57700 295.503
57800 303.658
57900 304.967
58000 303.759
58100 304.344
58200 300.344
58300 299.685
58400 299.028
58500 298.465
58600 289.128
58700 293.751
58800 297.032
58900 297.92
59000 298.856
59100 304.734
59200 300.335
59300 295.049
59400 296.793
59500 302.673
59600 299.351
59700 295.499
59800 291.755
59900 297.555
60000 296.675
