1.303499937057495117e+00 0.000000000000000000e+00
1.310500025749206543e+00 0.000000000000000000e+00
1.317499995231628418e+00 0.000000000000000000e+00
1.324499964714050293e+00 0.000000000000000000e+00
1.331500053405761719e+00 2.760489523577760312e-02
1.338500022888183594e+00 5.520979047155520625e-02
1.345499992370605469e+00 1.725305952236100282e-01
1.352499961853027344e+00 4.830856666261080790e-01
1.359499931335449219e+00 1.028282347532715857e+00
1.366500020027160645e+00 2.063465918874375582e+00
1.373499989509582520e+00 3.726660856829977497e+00
1.380499958992004395e+00 6.148990413769460872e+00
1.387500047683715820e+00 8.812862804022001839e+00
1.394500017166137695e+00 1.093153851336793103e+01
1.401499986648559570e+00 1.369202803694569148e+01
1.408499956130981445e+00 1.530691440823867921e+01
1.415499925613403320e+00 1.688039343667800551e+01
1.422500014305114746e+00 1.493424832255568013e+01
1.429499983787536621e+00 1.336767051792530481e+01
1.436500072479248047e+00 1.034493448960765605e+01
1.443500041961669922e+00 8.460900389765836138e+00
1.450500011444091797e+00 5.866040237602741847e+00
1.457499980926513672e+00 3.864685333008864632e+00
1.464499950408935547e+00 2.719082180724093689e+00
1.471500039100646973e+00 1.808120637943433140e+00
1.478500008583068848e+00 1.000677452296938164e+00
1.485499978065490723e+00 5.106905618618856613e-01
1.492500066757202148e+00 2.622465047398872540e-01
1.499500036239624023e+00 2.070367142683320338e-01
1.506500005722045898e+00 7.591346189838840686e-02
1.513499975204467773e+00 6.211101428049960876e-02
1.520499944686889648e+00 2.070367142683320408e-02
1.527500033378601074e+00 1.380244761788880156e-02
1.534500002861022949e+00 6.901223808944400781e-03
1.541499972343444824e+00 0.000000000000000000e+00
1.548500061035156250e+00 0.000000000000000000e+00
1.555500030517578125e+00 0.000000000000000000e+00
1.562500000000000000e+00 0.000000000000000000e+00
1.569499969482421875e+00 0.000000000000000000e+00
1.576499938964843750e+00 0.000000000000000000e+00
1.583500027656555176e+00 0.000000000000000000e+00
1.590499997138977051e+00 0.000000000000000000e+00
1.597499966621398926e+00 0.000000000000000000e+00
1.604500055313110352e+00 0.000000000000000000e+00
1.611500024795532227e+00 0.000000000000000000e+00
1.618499994277954102e+00 0.000000000000000000e+00
1.625499963760375977e+00 0.000000000000000000e+00
1.632499933242797852e+00 0.000000000000000000e+00
1.639500021934509277e+00 0.000000000000000000e+00
1.646499991416931152e+00 0.000000000000000000e+00
