1.303499937057495117e+00 3.811847360981104047e-05
1.310500025749206543e+00 1.142799387034731012e-04
1.317499995231628418e+00 3.808073254683103038e-05
1.324499964714050293e+00 3.815628955585251958e-05
1.331500053405761719e+00 1.142799387034731012e-04
1.338500022888183594e+00 5.335455571145375150e-04
1.345499992370605469e+00 8.591761091308717808e-04
1.352499961853027344e+00 2.498271298066422497e-03
1.359499931335449219e+00 4.327808040565230691e-03
1.366500020027160645e+00 9.358882013659877708e-03
1.373499989509582520e+00 1.379961011653231887e-02
1.380499958992004395e+00 2.228427050667317749e-02
1.387500047683715820e+00 3.112137850006734333e-02
1.394500017166137695e+00 3.503339565294628921e-02
1.401499986648559570e+00 3.785882888166455795e-02
1.408499956130981445e+00 3.722272512457021343e-02
1.415499925613403320e+00 4.515166532784905401e-02
1.422500014305114746e+00 3.021208473935022704e-02
1.429499983787536621e+00 2.879118171038728274e-02
1.436500072479248047e+00 2.376922061290996299e-02
1.443500041961669922e+00 2.341365703515761384e-02
1.450500011444091797e+00 2.286396487211738229e-02
1.457499980926513672e+00 2.203404501383236097e-02
1.464499950408935547e+00 2.235138410127390091e-02
1.471500039100646973e+00 2.394654412693989626e-02
1.478500008583068848e+00 2.324990251682123796e-02
1.485499978065490723e+00 1.958759314442354987e-02
1.492500066757202148e+00 1.974728581097266039e-02
1.499500036239624023e+00 1.794191764089838811e-02
1.506500005722045898e+00 1.458841153662873355e-02
1.513499975204467773e+00 1.417617149575163549e-02
1.520499944686889648e+00 1.382585466516483320e-02
1.527500033378601074e+00 1.189574989276128217e-02
1.534500002861022949e+00 1.083051707338080275e-02
1.541499972343444824e+00 1.376835187796085491e-02
1.548500061035156250e+00 1.211569591074460744e-02
1.555500030517578125e+00 1.250735632164652264e-02
1.562500000000000000e+00 1.340098144749931643e-02
1.569499969482421875e+00 1.359087806541087705e-02
1.576499938964843750e+00 1.444099827130073364e-02
1.583500027656555176e+00 1.445025183700327474e-02
1.590499997138977051e+00 1.177137075614873539e-02
1.597499966621398926e+00 1.267313517288495492e-02
1.604500055313110352e+00 1.087593477974345933e-02
1.611500024795532227e+00 1.065959593875255573e-02
1.618499994277954102e+00 9.422330773145368502e-03
1.625499963760375977e+00 9.045325584309649170e-03
1.632499933242797852e+00 9.366605465641638165e-03
1.639500021934509277e+00 9.095890459278627854e-03
1.646499991416931152e+00 8.428136293784437016e-03
