# Time-averaged data for fix ave_time_2
# TimeStep f_carbon_top_force[1] f_carbon_bottom_force[1]
98000 1.74472 1.16013
98100 0.579182 1.46974
98200 0.207726 1.58601
98300 -0.428095 -0.601212
98400 0.589185 -0.72151
98500 0.824909 -0.593185
98600 -2.58221 -0.370043
98700 -1.84602 0.639202
98800 0.609123 1.17478
98900 0.124964 -1.63109
99000 -1.20962 0.491764
99100 0.675643 0.867465
99200 1.17083 -0.358049
99300 0.30778 2.06762
99400 -0.772584 0.601529
99500 -1.84979 -1.61804
99600 -2.44742 -1.6313
99700 -0.502119 -0.380554
99800 -0.0563283 -0.956934
99900 1.07574 0.0226519
100000 0.700439 -0.351816
100100 -0.0317571 1.72212
100200 -0.467014 1.15393
100300 -0.185051 -0.0891953
100400 -0.481951 -0.0185256
100500 -0.291176 1.98668
100600 -0.559428 -0.279638
100700 -0.535602 -2.15877
100800 -1.13884 0.739971
100900 0.372968 1.02997
101000 1.19825 0.405824
101100 0.3654 0.794985
101200 1.69846 1.15548
101300 0.167524 1.62026
101400 -0.51111 -0.166843
101500 0.46542 -1.14833
101600 0.422387 0.753133
101700 0.00336489 -0.97506
101800 -1.99888 -0.037036
101900 -1.63524 0.0999906
102000 -0.139931 0.761811
102100 0.455842 0.387371
102200 1.15338 0.958626
102300 0.706631 1.06706
102400 -0.332335 0.904325
102500 -1.85906 -2.00054
102600 -0.380738 -0.893451
102700 -2.433 0.101081
102800 -1.03112 -0.322378
102900 0.754583 -1.05586
103000 -0.811582 -0.638554
103100 1.71471 0.966829
103200 -0.507947 -0.450701
103300 0.0840516 1.67068
103400 0.188556 -0.00909428
103500 0.0902684 0.468124
103600 -1.14236 -0.471061
103700 -1.27 -0.913749
103800 -0.772248 0.925436
103900 0.498625 -0.342547
104000 1.58467 0.506109
104100 0.0372733 2.28089
104200 0.313432 0.918582
104300 -1.21163 1.04835
104400 1.06714 0.0853141
104500 0.550534 0.495524
104600 1.32041 -0.4317
104700 -1.31096 0.00374822
104800 -0.918166 -1.18944
104900 -0.277811 0.139305
105000 -0.647435 0.175368
105100 1.01375 1.61622
105200 -0.111526 0.930657
105300 1.04595 0.766227
105400 -0.647298 -0.75613
105500 -0.544954 -0.938969
105600 -1.73879 -0.341132
105700 -0.93852 1.12924
105800 -0.62036 -0.0962473
105900 -1.42517 -0.445472
106000 -1.37301 -1.52365
106100 1.83673 -1.10307
106200 0.83305 1.23932
106300 0.0352724 1.23535
106400 0.519715 0.255552
106500 -0.379625 0.150184
106600 -1.14419 -0.247974
106700 -2.07444 -0.311275
106800 -0.901712 -0.894979
106900 1.55092 -0.250454
107000 0.0246608 1.009
107100 0.806001 1.41613
107200 -0.95194 0.826975
107300 -0.171015 0.396395
107400 0.970446 2.2179
107500 0.831799 1.63705
107600 1.29021 -0.18333
107700 -1.14928 -1.22282
107800 -2.45506 -0.427362
107900 1.57108 -1.13514
108000 0.466861 -0.419299
108100 0.46394 1.29182
108200 -0.608268 1.34821
108300 -0.304658 1.77351
108400 0.528173 -1.31073
108500 -0.175766 0.0543326
108600 -0.795351 1.0586
108700 0.0821777 0.416008
108800 -0.878127 -1.24011
108900 -2.87398 -1.48476
109000 -2.23723 -0.397537
109100 -0.164776 -0.272745
109200 1.1559 1.37801
109300 1.25332 0.633331
109400 1.19645 0.300542
109500 0.49935 -2.16763
109600 -1.88016 -0.0859635
109700 -2.15383 0.560428
109800 0.236114 -0.650001
109900 0.86782 0.842204
110000 -0.618934 0.806201
110100 -1.14207 -1.4043
110200 -0.426865 -0.343988
110300 0.653188 1.61554
110400 0.958582 3.80708
110500 1.27286 0.883123
110600 0.590948 0.857987
110700 -0.896845 -0.310349
110800 -1.19952 -1.46546
110900 -0.232614 -1.92249
111000 1.19543 0.539588
111100 1.30761 0.989962
111200 -0.329604 2.30106
111300 -1.38448 -0.628148
111400 1.16068 0.0502843
111500 -0.877835 0.387384
111600 1.10207 1.60989
111700 -0.21862 -0.484483
111800 -1.43897 -0.354454
111900 -2.10267 -0.750461
112000 -1.54372 -1.07489
112100 -1.34355 -0.00732432
112200 0.473924 0.652702
112300 1.55509 1.55714
112400 0.473326 -0.781958
112500 0.846169 -1.07635
112600 -1.43276 -0.341617
112700 -0.39147 0.770987
112800 -0.77794 0.0660847
112900 0.153158 -0.583231
113000 -1.22995 0.087778
113100 -1.84487 -0.698232
113200 -0.602651 0.251388
113300 0.790745 0.780847
113400 2.24114 2.34459
113500 -0.179989 1.30128
113600 0.960957 1.29199
113700 -0.704218 0.350573
113800 -1.29753 -2.16189
113900 0.632133 -1.04992
114000 0.925888 0.738984
114100 0.108305 0.912162
114200 -1.1284 0.28049
114300 1.2873 -0.797475
114400 0.910587 0.822241
114500 -0.839634 2.12124
114600 0.135852 1.42064
114700 1.33151 0.13703
114800 -1.09175 -0.00355018
114900 -1.28181 -1.24504
115000 -3.00482 -1.51289
115100 -0.947701 -0.236643
115200 0.88925 1.4466
115300 0.23622 -0.374654
115400 0.451379 0.312147
115500 0.502845 0.661427
115600 -0.947327 -1.49318
115700 1.16944 0.278661
115800 -0.263171 -0.633544
115900 -1.53707 -0.223948
116000 -1.56657 0.0225292
116100 -1.32926 -0.635746
116200 -1.03553 -1.01348
116300 -0.437689 0.104978
116400 2.1125 2.18658
116500 1.40698 2.87737
116600 -0.0925173 0.978676
116700 0.176518 -0.0530989
116800 -1.03883 -0.569987
116900 -0.358664 -1.18684
117000 -0.471118 0.875754
117100 0.467641 0.368817
117200 1.46501 -1.6724
117300 -0.0688388 -0.483448
117400 -0.282918 1.70058
117500 1.3491 1.04046
117600 0.694629 1.66383
117700 0.123065 1.50659
117800 -0.138788 -0.645678
117900 -1.37654 -0.228154
118000 -2.64056 0.00260541
118100 -1.50854 -1.61795
118200 0.0504597 0.747397
118300 0.0900418 1.35306
118400 0.745419 -1.1175
118500 -0.321281 0.0297254
118600 0.0449638 0.274496
118700 -0.468532 -0.424556
118800 1.1291 -0.721
118900 0.707806 1.22845
119000 -0.50955 -1.16748
119100 -2.75482 -1.72109
119200 -0.641781 -0.719719
119300 -1.38298 0.227099
119400 -0.131851 1.29278
119500 0.927605 1.87178
119600 0.537417 1.37749
119700 -0.349456 2.09832
119800 0.172959 -0.652136
119900 0.168225 -0.380756
120000 0.758163 -0.550793
120100 -0.892161 0.42078
120200 0.18978 0.0324772
120300 -1.1049 -0.999335
120400 0.187309 -0.0189816
120500 2.16471 0.832143
120600 1.02278 0.885275
120700 0.213677 0.88194
120800 0.561751 1.85183
120900 0.285354 -0.299022
121000 -3.09675 -1.45886
121100 -1.16 0.38153
121200 -0.979723 0.784039
121300 -0.591191 -0.459783
121400 -0.425455 0.125821
121500 0.318684 -0.218104
121600 0.909944 0.0674631
121700 -0.241679 0.0479914
121800 0.0804244 1.11498
121900 0.521064 0.137849
122000 -1.02096 -1.14757
122100 -0.136068 -2.34411
122200 -1.36196 -0.9389
122300 -1.55076 0.297956
122400 -0.853797 -0.120632
122500 0.945795 -0.327874
122600 0.784461 1.82729
122700 0.134317 2.97759
122800 -0.529326 0.421471
122900 -0.58436 -0.303048
123000 -0.0693514 -0.0460306
123100 -0.525725 0.484315
123200 0.295459 0.032218
123300 -0.184831 -1.06674
123400 0.400041 -0.317018
123500 0.518777 -0.540838
123600 0.457184 -0.274259
123700 1.22947 1.53305
123800 0.0729876 2.13934
123900 1.30546 1.09733
124000 0.148957 -0.834555
124100 -1.82582 1.40705
124200 -4.76369 -0.509933
124300 -0.324731 -0.517096
124400 0.675103 0.450074
124500 0.444427 0.704318
124600 -0.354004 0.989493
124700 0.185683 -0.613909
124800 0.262934 -0.155299
124900 1.05141 -0.586447
125000 0.891141 0.0151367
125100 -0.225516 0.46689
125200 -1.43664 -1.14986
125300 -0.531222 0.212688
125400 -0.66824 -3.1763
125500 -1.35928 -0.285396
125600 -1.22907 2.55458
125700 0.953019 2.38966
125800 0.578814 1.97917
125900 -0.614631 -0.0434131
126000 -1.66909 -0.765383
126100 -0.505815 0.427941
126200 0.144385 0.59159
126300 0.319548 -1.31061
126400 0.549549 0.100904
126500 -0.285044 -0.466539
126600 0.0584496 -0.555914
126700 0.0594529 -0.027818
126800 1.16866 1.26726
126900 1.79576 0.685011
127000 1.03028 1.6283
127100 -0.868357 0.74748
127200 -1.14569 -0.261271
127300 -2.1317 -0.237845
127400 -1.65904 -0.692335
127500 -0.353016 0.297239
127600 -0.317031 2.27924
127700 0.873009 0.671999
127800 -0.435436 -0.448837
127900 0.772304 -1.19899
128000 -0.267238 -0.088911
128100 0.507999 0.967193
128200 0.275742 -0.213845
128300 -0.115955 -1.95746
128400 -0.990691 -0.871517
128500 -1.03091 -0.50744
128600 -1.65617 -0.591246
128700 -0.474759 0.949383
128800 0.827441 1.42949
128900 1.02857 0.832909
129000 -0.896717 2.44881
129100 -1.23309 0.431761
129200 -1.23336 0.143034
129300 1.76462 -0.320602
129400 -0.678733 -0.369335
129500 -0.85056 -0.857243
129600 -0.744106 -0.476253
129700 0.911812 0.816966
129800 1.25238 -0.119659
129900 1.5579 -0.0338386
130000 -0.255604 0.298937
130100 1.92192 0.772238
130200 -0.116712 1.40091
130300 -0.711385 -0.948548
130400 -3.39188 0.254435
130500 -0.887379 0.355141
130600 -0.203157 1.70978
130700 -0.915557 0.1922
130800 -0.539737 -0.453726
130900 0.473326 0.393215
131000 1.14285 1.38705
131100 -0.392831 0.8043
131200 0.301612 -0.760626
131300 1.55898 -1.13041
131400 -0.384762 -0.842554
131500 -1.20475 -2.00312
131600 -0.740254 -0.656274
131700 -0.347125 1.21812
131800 0.0835774 -1.3682
131900 -0.518446 1.70692
132000 -0.0685817 1.23001
132100 -2.0919 1.48766
132200 -0.849605 0.356199
132300 0.746865 0.194628
132400 -0.0419806 -0.460454
132500 -1.24032 -0.186188
132600 -0.421908 0.787315
132700 0.174056 -1.30593
132800 1.25821 -0.223436
132900 0.0807593 0.128855
133000 0.473037 0.615969
133100 1.58437 1.6188
133200 -0.113628 -0.999952
133300 1.90789 -0.111092
133400 0.69323 0.917251
133500 -2.86423 0.185976
133600 -2.26757 1.00963
133700 -0.19506 0.414349
133800 -0.179421 0.257184
133900 1.0446 0.959239
134000 0.456831 1.06239
134100 -1.70812 1.07434
134200 -0.0356068 -0.95237
134300 0.747586 -0.389189
134400 0.774783 -0.709323
134500 -1.28131 -0.234954
134600 -0.223693 -1.29379
134700 -0.507257 -0.24651
134800 -0.423703 -0.0489169
134900 -0.387328 -1.65508
135000 0.671446 -0.0238553
135100 -0.172725 1.98784
135200 -1.10964 1.94236
135300 -0.860818 0.273753
135400 -0.337608 -0.107609
135500 -0.0773783 0.296062
135600 -0.818265 -0.778986
135700 -1.44311 -0.118533
135800 0.241239 0.302098
135900 0.679276 -0.0717363
136000 1.21908 0.179466
136100 0.732365 -0.182582
136200 -0.389196 0.915421
136300 0.977952 0.357523
136400 2.06399 1.03583
136500 -0.502992 0.294468
136600 -1.49145 -1.9645
136700 -1.05763 0.281759
136800 -0.630983 0.875317
136900 1.28872 1.15353
137000 -1.7089 -0.0581362
137100 -0.743465 1.81763
137200 -0.337439 -0.0239177
137300 0.984463 0.908978
137400 0.673891 0.902013
137500 -1.88709 -0.967026
137600 0.286164 -1.30831
137700 0.0414749 0.231627
137800 0.489871 -1.88041
137900 -0.831952 -0.425627
138000 -0.850921 -1.44882
138100 1.74215 1.36375
138200 -0.547877 1.21329
138300 -0.101126 0.338152
138400 -0.632362 -0.419909
138500 -0.505146 0.23841
138600 -2.18562 0.790577
138700 -0.887441 0.746242
138800 0.60743 -1.09117
138900 -0.169088 -0.064821
139000 0.400476 0.48085
139100 -1.46407 0.53903
139200 0.672521 0.00528698
139300 1.22191 -0.350178
139400 0.885913 0.411922
139500 1.29918 0.310888
139600 0.625422 0.321949
139700 0.838654 -0.131138
139800 -2.43653 0.0588287
139900 -1.64856 0.0289788
140000 0.654393 0.541479
140100 0.305087 0.678519
140200 0.397741 0.829547
140300 0.154567 0.738174
140400 -1.29815 0.00208746
140500 0.0442095 1.25384
140600 0.100326 -0.730691
140700 -1.33883 -1.03939
140800 0.314382 0.422269
140900 0.387278 -0.772222
141000 -0.796738 -0.272837
141100 -0.588828 -0.928723
141200 1.4208 -1.0011
141300 1.72144 0.54413
141400 -1.55372 0.619538
141500 -2.04495 1.11516
141600 0.368761 0.700784
141700 -0.292738 -0.272011
141800 -0.780451 -0.810261
141900 -1.35928 -0.0143629
142000 0.62573 0.0966787
142100 -0.625417 0.662251
142200 0.345499 0.0318874
142300 0.110091 0.599858
142400 0.269815 -0.500761
142500 0.400541 0.428634
142600 0.89419 0.285202
142700 0.677233 -0.624903
142800 0.762028 -0.795899
142900 -0.478056 2.60305
143000 -0.592604 0.13945
143100 -1.8853 -0.583086
143200 1.01563 -0.47224
143300 0.438859 -0.0936191
143400 0.495873 1.93513
143500 -0.784466 0.422032
143600 -0.384613 0.255368
143700 0.0970984 0.576256
143800 1.09445 0.499383
143900 -2.02802 -1.359
144000 -0.235168 0.1055
144100 0.663304 -0.117312
144200 1.47857 -0.578297
144300 -1.12963 -1.86495
144400 -0.834534 -0.38648
144500 -1.05753 1.32889
144600 -0.757041 2.01235
144700 1.22509 -0.400271
144800 2.12349 -1.14745
144900 -1.62657 0.755621
145000 -2.92467 -0.42945
145100 0.0818393 -0.463613
145200 0.724315 -0.0776061
145300 -0.648932 -0.58476
145400 -0.792653 0.287372
145500 -0.640717 1.69333
145600 -0.102733 -0.10338
145700 2.08702 -0.985874
145800 1.67121 0.237597
145900 0.368698 0.426133
146000 -1.34459 0.730345
146100 -0.878331 -0.120678
146200 0.435464 0.630832
146300 0.219904 -1.46003
146400 -0.132013 0.474825
146500 -1.05331 1.82697
146600 1.80827 0.605527
146700 0.233661 0.236474
146800 0.447299 1.59257
146900 0.0646424 -0.54098
147000 -0.930669 0.654297
147100 -0.880902 0.460705
147200 1.11768 0.589165
147300 1.07364 -2.13891
147400 -1.59105 -1.74978
147500 -0.564652 -0.700206
147600 -1.31887 0.637412
147700 1.24734 2.03742
147800 -0.489609 -1.21527
147900 -0.038124 0.0940042
148000 -0.466913 0.0738398
148100 -0.983135 -0.999758
148200 0.574064 0.836624
148300 -1.58516 -0.962891
148400 -0.794427 0.992708
148500 -1.05995 -0.912249
148600 -0.610158 -0.376732
148700 -0.526444 -0.319651
148800 0.625864 -0.167439
148900 1.02919 0.831708
149000 1.88805 1.33166
149100 0.241675 -0.195633
149200 -0.205587 0.283853
149300 -0.323027 -0.176444
149400 -0.186736 0.758349
149500 0.338549 -0.331778
149600 0.361143 1.29774
149700 -0.92546 0.245167
149800 0.394563 0.321496
149900 0.876924 0.895348
150000 1.09898 -0.115113
150100 -0.280128 1.47641
150200 -0.860894 1.20559
150300 -1.3191 1.35636
150400 1.00053 -1.42648
150500 0.68901 -2.22596
150600 -0.124271 -0.85374
150700 -1.99721 -0.144229
150800 0.842175 1.27312
150900 0.365515 0.540634
151000 -0.880893 -0.665097
151100 -0.842709 -1.95205
151200 0.0371659 -0.599852
151300 -0.506952 1.07333
151400 -0.708741 0.510621
151500 0.849097 -0.178906
151600 -0.467349 -0.983689
151700 -2.56377 0.261457
151800 -1.65305 0.544621
151900 0.272657 -0.79277
152000 0.589784 0.253349
152100 1.31213 0.382386
152200 1.09447 -0.0185877
152300 -0.47818 -0.344302
152400 -1.61324 1.15786
152500 1.28779 -0.0387752
152600 1.78071 -0.275495
152700 1.69146 0.459226
152800 -0.0808314 1.06905
152900 -2.34135 -0.639804
153000 -0.386791 1.03411
153100 0.853633 0.973402
153200 0.174981 1.08079
153300 0.0321122 0.654975
153400 -0.207247 1.19356
153500 0.888273 -0.130202
153600 0.136983 -0.440555
153700 -0.162087 -0.618084
153800 -0.799291 0.0957079
153900 -0.490747 0.99893
154000 0.524782 -1.70805
154100 0.529255 -0.73122
154200 0.643376 -0.285376
154300 -0.249291 -1.50959
154400 -1.07019 0.918849
154500 -1.49533 1.57413
154600 0.0193991 -0.778694
154700 -1.31674 -0.694255
154800 -0.311017 0.450881
154900 -1.79866 -0.585934
155000 -2.14331 -0.21624
155100 1.27265 1.3875
155200 0.924061 -0.833603
155300 0.185012 0.498523
155400 0.885245 0.166219
155500 -0.894241 -1.31404
155600 0.816265 0.328822
155700 -0.410676 -0.0537214
155800 -0.0717341 0.158033
155900 0.918516 -0.620299
156000 0.854269 1.12349
156100 -0.707373 0.427081
156200 0.508765 0.380761
156300 -0.106657 2.73546
156400 -1.77525 2.13553
156500 -0.457607 -1.86347
156600 2.07362 0.615353
156700 0.64752 1.95617
156800 0.421969 -1.00379
156900 -1.45448 -0.761459
157000 -1.2136 0.967101
157100 0.459187 -1.43755
157200 -0.0128532 -0.75609
157300 0.922377 0.273708
157400 1.9591 1.50236
157500 -0.837255 -1.05528
157600 -0.292399 -0.95504
157700 -0.24797 0.729464
157800 -2.30236 -0.102342
157900 -1.65722 -0.284866
158000 -0.605537 1.32205
158100 -0.599964 0.728159
158200 0.272392 -1.51682
158300 0.47795 -1.91706
158400 -1.58273 2.12455
158500 0.0355048 0.0134142
158600 -0.901355 0.145499
158700 1.39218 -0.88225
158800 0.922947 -0.352629
158900 0.591065 0.318944
159000 -1.50069 -0.486253
159100 -0.139252 -1.04453
159200 1.74785 0.982187
159300 0.180823 1.23598
159400 -0.277483 0.0940793
159500 -1.3947 0.828043
159600 -0.585254 1.43203
159700 0.72577 0.847115
159800 0.665777 0.48174
159900 -0.0966706 0.581663
160000 -0.463026 0.504629
160100 -0.258617 -0.548908
160200 0.302947 -0.109214
160300 0.563027 -0.263843
160400 -0.38805 1.20155
160500 0.409349 0.148906
160600 0.291308 -0.691173
160700 2.39445 -1.17129
160800 -1.35942 -2.04936
160900 -2.29638 0.586438
161000 -0.499096 0.711013
161100 -1.55898 1.85872
161200 -0.71755 0.318671
161300 0.361869 -0.516964
161400 0.16592 -0.852594
161500 -0.997799 0.16882
161600 -2.44591 1.41021
161700 0.569524 -0.710638
161800 0.160489 -0.704066
161900 -0.875795 0.0456239
162000 0.157543 -0.153121
162100 2.09105 0.208443
162200 1.07821 -0.910108
162300 1.17374 -0.522539
162400 -1.7433 -0.0264812
162500 -1.30687 1.35823
162600 -0.999603 2.50642
162700 0.0560354 0.0573215
162800 1.15747 0.285611
162900 0.178625 -0.784495
163000 -0.827107 1.80409
163100 -0.605682 0.369686
163200 -0.449965 0.197688
163300 0.124655 0.545624
163400 0.616684 0.374006
163500 1.13505 0.992627
163600 0.828573 0.327968
163700 -0.558265 -1.88388
163800 -0.149106 -1.67413
163900 0.0218784 -0.89007
164000 -0.397237 0.449064
164100 -0.487144 1.44734
164200 -0.667558 1.31206
164300 0.824848 0.875533
164400 0.0394004 -0.307209
164500 -1.56724 -0.183268
164600 -1.88222 -0.120368
164700 0.585246 1.02248
164800 -0.367337 1.48065
164900 -1.36258 -1.03641
165000 -0.0774209 -1.05266
165100 -0.0358372 -0.899905
165200 0.563888 -0.688352
165300 0.647454 -0.853139
165400 0.199902 0.180125
165500 1.61143 2.33853
165600 -0.927602 -0.611884
165700 -2.30794 0.858434
165800 -1.04421 -1.3347
165900 -0.157606 0.290191
166000 -0.229302 -0.0231813
166100 0.0177282 0.459081
166200 0.585132 0.644102
166300 -0.42671 1.83286
166400 0.506063 1.16186
166500 -1.43982 1.57278
166600 1.49836 -0.077472
166700 1.45789 -0.969725
166800 0.314984 -1.17735
166900 -0.710529 0.377285
167000 -1.42489 -1.75645
167100 0.953361 0.127618
167200 1.15264 2.87838
167300 -0.532123 -0.108174
167400 0.0588779 0.442015
167500 -0.451738 0.0773228
167600 -0.559266 0.76532
167700 0.108993 -0.356001
167800 -0.475245 2.02158
167900 -1.95955 0.092219
168000 -0.495622 0.307665
168100 -1.35847 -1.75568
168200 -0.960749 -0.825558
168300 0.581382 -1.19734
168400 0.986262 -0.294038
168500 1.93821 1.43957
168600 0.320812 0.70706
168700 -2.07629 -1.50891
168800 -1.08618 0.788479
168900 0.270111 -0.109317
169000 -0.787861 0.0026345
169100 -1.07366 -0.669913
169200 0.937084 1.58698
169300 -1.28016 0.149752
169400 -1.19421 -0.0909836
169500 0.935366 1.96119
169600 -0.36552 1.01378
169700 -0.294648 2.10635
169800 2.00511 -0.243152
169900 0.897284 -1.62415
170000 -0.618045 -0.260566
170100 1.3512 -0.505482
170200 -0.0725455 -1.36139
170300 -0.873088 0.946682
170400 -1.1113 1.62183
170500 -0.695273 1.03685
170600 0.844599 0.325652
170700 0.0338846 0.855193
170800 -0.679014 -0.34175
170900 0.235519 0.606903
171000 -2.09832 -0.0851703
171100 -0.707817 0.212288
171200 -0.843142 0.645804
171300 -1.63856 -0.669911
171400 0.425968 -0.714647
171500 1.43262 -1.02561
171600 0.558746 0.246543
171700 -0.0172049 -1.25818
171800 -0.141699 1.24122
171900 -0.908636 0.315602
172000 -0.20344 -0.685861
172100 -0.636163 0.323148
172200 -0.489595 2.41348
172300 0.467389 0.0233193
172400 -0.391733 -1.77364
172500 -0.776459 0.204461
172600 -1.00595 2.41707
172700 -0.0291019 1.2488
172800 -0.133338 0.296479
172900 1.12442 0.158977
173000 -0.436965 1.03649
173100 0.778579 -1.13333
173200 1.87957 -1.48647
173300 -0.750931 1.64346
173400 0.792775 -0.177829
173500 -0.377147 -0.27787
173600 -0.901873 -0.024521
173700 -0.621322 0.638998
173800 -1.01742 0.755121
173900 0.39925 0.862744
174000 -0.10705 0.372776
174100 -1.3064 1.04284
174200 -0.42921 0.0401318
174300 -0.910541 -0.0429952
174400 -1.78054 0.716128
174500 0.502394 -1.6606
174600 0.188854 -1.44944
174700 0.737957 -0.492178
174800 0.199183 -0.261199
174900 -0.252401 -0.445192
175000 0.519765 0.923735
175100 -0.225433 1.35979
175200 -1.28863 0.454771
175300 -0.0271805 -0.388465
175400 -2.23728 0.392773
175500 -0.776889 0.84222
175600 0.251456 0.56245
175700 -0.44013 1.1462
175800 -0.123458 -0.641714
175900 0.520471 1.24168
176000 -0.0267813 0.934223
176100 0.0287612 -0.379871
176200 2.75965 -0.139297
176300 0.360912 -0.288077
176400 0.517267 0.249291
176500 -1.26041 0.643971
176600 -1.28134 -0.585519
176700 -0.0973128 -0.0335616
176800 -0.511834 0.145772
176900 -0.119474 1.62278
177000 -0.505845 1.91765
177100 -0.271394 -0.167564
177200 0.515296 -0.247181
177300 -0.350213 0.935886
177400 -1.24557 1.14566
177500 -0.509073 -0.109301
177600 -0.461662 -1.01522
177700 -0.692718 -1.26443
177800 -0.639196 -1.9447
177900 -0.560714 0.0117318
178000 0.540342 0.285764
178100 0.94417 0.661652
178200 0.4232 0.676889
178300 0.131982 1.42415
178400 -1.92099 -0.812782
178500 -0.804917 0.500353
178600 -0.877904 -2.107
178700 -0.605636 -1.24722
178800 -1.12825 1.63842
178900 -0.0050338 2.14716
179000 -0.911996 0.866452
179100 -0.680014 2.3557
179200 0.981781 0.737718
179300 0.9424 -1.72391
179400 0.272549 0.294288
179500 0.749157 0.771065
179600 1.27914 0.0169188
179700 -0.00379527 0.225974
179800 -0.954547 -1.29747
179900 -0.596689 0.969342
180000 -0.373745 0.199359
180100 0.741234 1.36674
180200 0.407909 1.68754
180300 -0.757754 0.194052
180400 0.141235 0.0474205
180500 -1.59518 0.736301
180600 -1.60809 1.30806
180700 0.324585 -0.735902
180800 -0.632783 -0.976775
180900 -1.539 0.55916
181000 0.546037 -0.744015
181100 0.191609 -0.862866
181200 0.447481 0.45367
181300 0.571294 -1.39091
181400 -0.786155 0.978426
181500 -1.47279 0.798683
181600 -0.0878125 -0.586049
181700 -0.190327 0.75228
181800 -0.569443 -0.178592
181900 -1.66246 -1.32073
182000 0.0435988 1.16688
182100 -1.50053 -0.134557
182200 -0.18713 2.26041
182300 1.42299 1.46432
182400 -1.33562 0.375074
182500 1.05167 0.193427
182600 0.551048 -0.00826996
182700 -0.229318 -0.399231
182800 -0.771367 0.69466
182900 1.73457 -0.0544502
183000 -0.428224 -0.36912
183100 -1.22766 0.703121
183200 0.632502 1.20802
183300 1.17951 0.190156
183400 0.104507 1.68852
183500 0.0757448 -0.137077
183600 -0.133069 0.656355
183700 -1.48266 1.32203
183800 -2.30227 0.916901
183900 -0.808989 -0.803808
184000 0.767795 -0.0261462
184100 -0.421478 -0.547311
184200 -0.992058 -1.12035
184300 0.280429 0.764897
184400 -0.311524 0.336346
184500 1.20943 -0.220247
184600 -1.02359 -0.937971
184700 -0.77178 -0.919597
184800 -1.29565 -0.417919
184900 -0.483624 1.47065
185000 -1.08739 0.638005
185100 -0.557834 -0.234985
185200 0.633238 1.85208
185300 -1.77192 0.394555
185400 0.386917 -0.701969
185500 -0.195435 0.809875
185600 1.07019 0.561019
185700 -0.245347 1.02608
185800 -0.620953 0.311938
185900 1.24402 0.154594
186000 0.201148 -1.27037
186100 0.923981 -0.795355
186200 0.323367 1.40685
186300 -0.712283 0.982021
186400 -0.388654 1.06385
186500 -0.0914699 0.217134
186600 -0.557438 0.981298
186700 -0.746258 -0.269681
186800 -0.0460947 1.31388
186900 -0.399232 0.814224
187000 -1.17811 -0.404985
187100 -0.648434 0.110133
187200 0.198469 1.1529
187300 -0.801756 -0.495572
187400 -1.70101 -1.08192
187500 0.491901 -1.23857
187600 1.75319 0.571976
187700 -0.0436127 -0.953774
187800 -0.449831 -0.491638
187900 -0.365857 0.475298
188000 -1.59457 0.763016
188100 -0.895909 1.26988
188200 -0.973567 0.661168
188300 -0.672265 -0.0779816
188400 -0.187563 0.264374
188500 1.74962 2.0526
188600 -1.38727 -0.688134
188700 -0.621416 0.0241111
188800 0.237578 0.224717
188900 1.05965 1.20531
189000 -1.36096 0.310952
189100 1.81852 -0.481711
189200 0.784487 0.19465
189300 -0.344787 -0.0393305
189400 0.297719 0.415926
189500 -1.36727 0.604546
189600 -1.36636 2.12178
189700 -0.569567 1.09267
189800 -0.166904 1.06077
189900 0.926821 1.84189
190000 -0.286589 -1.48589
190100 -0.318209 -0.70277
190200 0.191419 -0.342631
190300 -0.544025 1.78434
190400 -0.435744 0.0666762
190500 -0.786412 -0.274674
190600 -0.996442 -1.59023
190700 -0.675379 -0.870053
190800 1.48163 0.691753
190900 -0.179047 -0.245781
191000 -1.21844 0.105721
191100 -1.64473 1.91917
191200 -1.45035 -0.826459
191300 -1.38121 -0.289683
191400 -0.644173 1.37879
191500 -0.139313 -0.296619
191600 0.549771 0.885734
191700 -0.0318734 -0.078121
191800 -0.162413 0.877989
191900 0.311376 -0.656615
192000 0.530195 0.965285
192100 0.852134 1.22505
192200 0.624449 -0.17944
192300 -0.178192 -0.451441
192400 -0.544257 -0.264327
192500 -0.354682 1.01964
192600 -1.49253 -0.0536513
192700 1.32713 1.34462
192800 -0.473842 2.31536
192900 -1.92688 -0.229676
193000 0.482262 0.478085
193100 -0.383853 -0.7538
193200 -2.21544 1.33121
193300 1.21025 0.654492
193400 0.830951 0.38717
193500 -1.18224 0.067377
193600 0.629674 -0.249392
193700 -0.316228 -2.17554
193800 -0.331464 -0.794294
193900 0.500849 0.147959
194000 -1.32511 1.02781
194100 0.923942 0.651838
194200 -1.12265 1.14282
194300 -1.29464 -0.122368
194400 -0.847453 0.309985
194500 0.0944147 -0.195679
194600 -1.00055 2.1127
194700 -0.934382 -0.0827524
194800 -1.06721 0.301745
194900 -0.656604 0.290815
195000 0.19924 -0.666006
195100 1.17535 -0.3915
195200 -0.274295 -0.532116
195300 1.43233 0.513987
195400 -0.0939439 0.485742
195500 -0.0611761 1.36697
195600 0.287134 0.026864
195700 -0.641076 0.360671
195800 -1.75071 1.20559
195900 1.00704 -0.166246
196000 -0.519744 0.254859
196100 -1.656 0.14146
196200 -0.0819624 1.14231
196300 -0.352738 1.42546
196400 -1.12061 0.534154
196500 1.08023 0.06803
196600 0.337475 0.186067
