LAMMPS data file via write_data, version 7 Feb 2024, timestep = 752, units = lj

10000 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 1 1

Atoms # atomic

4598 1 -16.46811299245824 -19.864007004240367 -17.761181239451872 0 0 0
4707 1 -17.069912135737415 -19.64603511587092 -16.872643823507257 0 0 0
1363 1 -16.368183885434483 19.016362671864755 -17.894916660362956 0 -1 0
8386 2 -16.07091528302274 -19.295116356219555 -16.4889921176889 0 0 0
4550 1 -15.513655271920404 -19.909158297306206 -17.197536783187612 0 0 0
2290 1 -15.859546902136312 19.74742943112889 -18.576777410281853 0 -1 0
5551 2 -14.94766182498567 -19.874819150026443 -18.133173673393575 0 0 0
9594 2 -14.979895780217383 -19.42166423058474 -16.327823421329775 0 0 0
5612 2 -12.858226646003146 -18.366823770990703 -17.962507957425267 0 0 0
4992 1 -6.240256648334031 -17.046210011234077 -19.138850748462804 0 0 0
8029 2 -4.885622641739839 17.863909692952348 -19.87401281182265 0 -1 0
1212 1 6.396054998666141 19.705256074585076 -17.420893244592843 0 -1 0
6756 2 8.60468502748032 18.25657710574374 -18.07472577064597 0 -1 0
9001 2 16.276453736825644 -18.34408269821769 -19.486452238009196 0 0 0
9770 2 15.264678726075688 -18.75951729237863 -19.620930967793097 0 0 0
6065 2 16.92634942520092 -19.31526685202566 -18.520061353732153 0 0 0
3263 1 17.841930385736006 -16.912022208271317 -18.497747569675113 0 0 0
7989 2 18.36078855472472 -17.828356930313593 -18.821949461458303 0 0 0
3895 1 -13.09080752600063 -17.420772460312335 -17.30607223977738 0 0 0
4038 1 -14.127912806906293 -17.096214215239453 -17.56963603919647 0 0 0
9529 2 -7.023433652531465 -16.268583106729118 -19.396542186188604 0 0 0
1753 1 -5.918767139274642 -16.119176612948102 -19.631464181111525 0 0 0
4140 1 -5.223735536989786 19.526665704758624 19.156394711685376 0 -1 -1
1001 1 2.0946520980721974 -17.572429120220203 -18.147619063067694 0 0 0
4122 1 5.365569671288769 19.784123379464518 -17.74417899057599 0 -1 0
3204 1 6.389125362683315 19.191600677168985 -18.42392274548219 0 -1 0
3821 1 6.090934827808042 17.88712237494737 -17.245384074733817 0 -1 0
3947 1 15.478196159616473 -17.63721084605787 -19.70814267383885 0 0 0
7135 2 15.154495301908444 -18.24335021129641 19.424414900674005 0 0 -1
