1.303499937057495117e+00 3.811847360981104047e-05
1.310500025749206543e+00 1.142799387034731012e-04
1.317499995231628418e+00 3.808073254683103038e-05
1.324499964714050293e+00 3.815628955585251958e-05
1.331500053405761719e+00 1.904414037971351485e-04
1.338500022888183594e+00 5.716262896613685590e-04
1.345499992370605469e+00 8.972568416777028247e-04
1.352499961853027344e+00 2.536352030613253216e-03
1.359499931335449219e+00 4.670534633486709761e-03
1.366500020027160645e+00 9.587366408940863755e-03
1.373499989509582520e+00 1.452314403492210859e-02
1.380499958992004395e+00 2.407406493637423775e-02
1.387500047683715820e+00 3.378702977834550925e-02
1.394500017166137695e+00 3.847557855701223134e-02
1.401499986648559570e+00 4.338053510095506160e-02
1.408499956130981445e+00 4.267494007077365925e-02
1.415499925613403320e+00 4.957921750561882640e-02
1.422500014305114746e+00 3.455995844169557074e-02
1.429499983787536621e+00 3.104146194098107020e-02
1.436500072479248047e+00 2.521822886918237416e-02
1.443500041961669922e+00 2.350825248543318008e-02
1.450500011444091797e+00 2.136778016692549020e-02
1.457499980926513672e+00 2.112047126136332512e-02
1.464499950408935547e+00 2.052896636884960282e-02
1.471500039100646973e+00 2.234594059778997194e-02
1.478500008583068848e+00 2.151189303233513525e-02
1.485499978065490723e+00 1.775025843714810730e-02
1.492500066757202148e+00 1.809368457442476000e-02
1.499500036239624023e+00 1.641080538483551815e-02
1.506500005722045898e+00 1.317978826105089228e-02
1.513499975204467773e+00 1.344123761284145811e-02
1.520499944686889648e+00 1.278469833104208322e-02
1.527500033378601074e+00 1.085459355863852872e-02
1.534500002861022949e+00 1.009558319047062537e-02
1.541499972343444824e+00 1.223723962189798668e-02
1.548500061035156250e+00 1.107453957662185400e-02
1.555500030517578125e+00 1.134371100703874050e-02
1.562500000000000000e+00 1.223733613289153428e-02
1.569499969482421875e+00 1.248847724104561185e-02
1.576499938964843750e+00 1.309361948596540759e-02
1.583500027656555176e+00 1.322536203215297912e-02
1.590499997138977051e+00 1.103643687323855802e-02
1.597499966621398926e+00 1.163197883876220320e-02
1.604500055313110352e+00 1.001851191634825153e-02
1.611500024795532227e+00 9.924662055842376623e-03
1.618499994277954102e+00 8.809885870720219822e-03
1.625499963760375977e+00 8.616614152612044400e-03
1.632499933242797852e+00 8.570427092488945575e-03
1.639500021934509277e+00 8.238467595883420050e-03
1.646499991416931152e+00 7.693202410874257040e-03
