LAMMPS data file via write_data, version 7 Feb 2024, timestep = 119, units = lj

1150 atoms
2 atom types

-20 20 xlo xhi
-20 20 ylo yhi
-20 20 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 3

Atoms # atomic

1117 2 15.50206906884074 -16.725159993732888 -19.764014668652795 0 0 0
778 1 0.9137517931776229 -8.524661436059985 -19.182091449427094 0 0 0
319 1 -1.0757411568222124 -7.644302576750695 -19.177191762723634 0 0 0
380 1 -2.063194956918144 -7.632985382554414 -19.693089010048464 0 0 0
333 1 -0.009625682321162208 -7.91097424154535 -19.045947439481232 0 0 0
75 1 -6.177789976851675 -6.191765553053318 -19.851752686824963 0 0 0
791 1 1.8860166654015191 -6.084864934618573 -19.654358399763243 0 0 0
208 1 6.713645331965101 -5.378972259214711 -19.396259725238703 0 0 0
979 1 7.720143574692388 -5.156299557493643 -18.982240724063825 0 0 0
83 1 -6.070655346394025 -5.079970824658485 -19.774514796473774 0 0 0
5 1 2.1869518808319324 -5.075354804977554 19.97381492007486 0 0 -1
785 1 -9.38828893293801 -2.708369776276697 -19.819438693828335 0 0 0
203 1 -7.907385028859051 -2.469505566194232 -18.73427366611361 0 0 0
348 1 -8.338226838911185 -3.017180295683822 -19.605776607838752 0 0 0
15 1 -2.822285525681605 -4.097961745353115 -18.615742508868557 0 0 0
583 1 2.308703130023662 -4.113626991753339 -19.49930185913374 0 0 0
315 1 6.8856969939604555 -4.397926455372619 -18.886568348139566 0 0 0
475 1 7.825114112978586 -4.177613102650186 -19.497574825949577 0 0 0
699 1 -7.6570895473735385 -2.1403481514761222 -19.77876868144672 0 0 0
732 1 -1.0200189449185768 -1.2019816555871583 -19.84436832075768 0 0 0
76 1 2.705155790639046 -1.7025277075908192 -18.9080414548324 0 0 0
935 1 5.754400709957143 -2.0247031938105087 -18.932294503901357 0 0 0
323 1 -2.027524667129281 -1.1213260366948927 -19.37525744121641 0 0 0
591 1 -0.39772992674530583 -0.5265556573312159 -19.118083529810278 0 0 0
565 1 2.2981730553471396 -0.8904498752586856 -18.262332347990228 0 0 0
272 1 -6.356254434034868 1.1747975770594388 -19.471989340545793 0 0 0
616 1 -7.397835290658804 1.5168332472458033 -19.228975642946278 0 0 0
439 1 7.342261891209707 1.3867037917354263 -19.338305059274603 0 0 0
35 1 -7.623470981693543 2.606130701216678 -19.331987079383396 0 0 0
